departure_time,destination
05:53,隈之城
06:47,野田郷
08:06,川内
09:00,泉
10:03,川内
12:03,出水
13:24,隈之城
15:49,川内
16:48,出水
17:49,川内
18:55,出水
19:52,出水
22:15,出水
