departure_time,destination
06:26,八代
07:39,八代
08:06,新八代
09:21,新八代
11:47,八代
12:51,八代
14:54,八代
15:49,新八代
17:00,新八代
18:01,八代
18:55,新八代
21:00,新八代
22:15,八代
